timestamp, name, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W]
2026/08/13 11:51:01.620, NVIDIA A800 80GB PCIe, 99 %, 20 %, 19319 MiB, 81920 MiB, 294.92 W
2026/08/13 11:51:02.620, NVIDIA A800 80GB PCIe, 78 %, 29 %, 19319 MiB, 81920 MiB, 300.59 W
2026/08/13 11:51:03.620, NVIDIA A800 80GB PCIe, 99 %, 21 %, 19319 MiB, 81920 MiB, 309.37 W
2026/08/13 11:51:04.620, NVIDIA A800 80GB PCIe, 97 %, 21 %, 19319 MiB, 81920 MiB, 298.41 W
2026/08/13 11:51:05.621, NVIDIA A800 80GB PCIe, 99 %, 22 %, 19319 MiB, 81920 MiB, 299.30 W
2026/08/13 11:51:06.621, NVIDIA A800 80GB PCIe, 98 %, 25 %, 19321 MiB, 81920 MiB, 286.14 W
2026/08/13 11:51:07.621, NVIDIA A800 80GB PCIe, 98 %, 21 %, 19321 MiB, 81920 MiB, 294.06 W
2026/08/13 11:51:08.621, NVIDIA A800 80GB PCIe, 97 %, 24 %, 19321 MiB, 81920 MiB, 292.08 W
2026/08/13 11:51:09.621, NVIDIA A800 80GB PCIe, 99 %, 21 %, 19321 MiB, 81920 MiB, 302.51 W
2026/08/13 11:51:10.621, NVIDIA A800 80GB PCIe, 97 %, 24 %, 19321 MiB, 81920 MiB, 278.07 W
2026/08/13 11:51:11.622, NVIDIA A800 80GB PCIe, 99 %, 21 %, 19321 MiB, 81920 MiB, 300.67 W
2026/08/13 11:51:12.622, NVIDIA A800 80GB PCIe, 98 %, 21 %, 19321 MiB, 81920 MiB, 323.48 W
2026/08/13 11:51:13.622, NVIDIA A800 80GB PCIe, 99 %, 22 %, 19321 MiB, 81920 MiB, 306.79 W
2026/08/13 11:51:14.645, NVIDIA A800 80GB PCIe, 98 %, 21 %, 19321 MiB, 81920 MiB, 296.18 W
2026/08/13 11:51:15.645, NVIDIA A800 80GB PCIe, 99 %, 23 %, 19321 MiB, 81920 MiB, 298.20 W
2026/08/13 11:51:16.645, NVIDIA A800 80GB PCIe, 97 %, 20 %, 19321 MiB, 81920 MiB, 319.99 W
2026/08/13 11:51:17.646, NVIDIA A800 80GB PCIe, 99 %, 25 %, 19321 MiB, 81920 MiB, 285.16 W
2026/08/13 11:51:18.646, NVIDIA A800 80GB PCIe, 98 %, 20 %, 19321 MiB, 81920 MiB, 288.96 W
2026/08/13 11:51:19.646, NVIDIA A800 80GB PCIe, 99 %, 24 %, 19321 MiB, 81920 MiB, 277.38 W
2026/08/13 11:51:20.646, NVIDIA A800 80GB PCIe, 98 %, 21 %, 19321 MiB, 81920 MiB, 300.46 W
2026/08/13 11:51:21.646, NVIDIA A800 80GB PCIe, 98 %, 24 %, 19321 MiB, 81920 MiB, 319.02 W
2026/08/13 11:51:22.647, NVIDIA A800 80GB PCIe, 99 %, 21 %, 19321 MiB, 81920 MiB, 281.17 W
2026/08/13 11:51:23.647, NVIDIA A800 80GB PCIe, 97 %, 24 %, 19321 MiB, 81920 MiB, 283.43 W
2026/08/13 11:51:24.647, NVIDIA A800 80GB PCIe, 99 %, 21 %, 19321 MiB, 81920 MiB, 295.10 W
2026/08/13 11:51:25.647, NVIDIA A800 80GB PCIe, 97 %, 24 %, 19321 MiB, 81920 MiB, 291.88 W
2026/08/13 11:51:26.648, NVIDIA A800 80GB PCIe, 99 %, 20 %, 19321 MiB, 81920 MiB, 293.65 W
2026/08/13 11:51:27.648, NVIDIA A800 80GB PCIe, 96 %, 22 %, 19321 MiB, 81920 MiB, 275.19 W
2026/08/13 11:51:28.648, NVIDIA A800 80GB PCIe, 99 %, 22 %, 19321 MiB, 81920 MiB, 252.50 W
2026/08/13 11:51:29.648, NVIDIA A800 80GB PCIe, 97 %, 22 %, 19321 MiB, 81920 MiB, 300.27 W
2026/08/13 11:51:30.648, NVIDIA A800 80GB PCIe, 99 %, 22 %, 19321 MiB, 81920 MiB, 238.06 W
2026/08/13 11:51:31.649, NVIDIA A800 80GB PCIe, 97 %, 24 %, 19321 MiB, 81920 MiB, 307.18 W
2026/08/13 11:51:32.649, NVIDIA A800 80GB PCIe, 99 %, 20 %, 19321 MiB, 81920 MiB, 295.91 W
2026/08/13 11:51:33.649, NVIDIA A800 80GB PCIe, 97 %, 24 %, 19321 MiB, 81920 MiB, 309.88 W
2026/08/13 11:51:34.649, NVIDIA A800 80GB PCIe, 99 %, 20 %, 19321 MiB, 81920 MiB, 240.31 W
2026/08/13 11:51:35.649, NVIDIA A800 80GB PCIe, 97 %, 25 %, 19321 MiB, 81920 MiB, 297.43 W
2026/08/13 11:51:36.650, NVIDIA A800 80GB PCIe, 100 %, 38 %, 19321 MiB, 81920 MiB, 74.18 W
