timestamp, name, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W]
2026/08/24 20:04:03.755, NVIDIA A800 80GB PCIe, 99 %, 25 %, 19239 MiB, 81920 MiB, 306.22 W
2026/08/24 20:04:04.755, NVIDIA A800 80GB PCIe, 98 %, 19 %, 19239 MiB, 81920 MiB, 288.93 W
2026/08/24 20:04:05.755, NVIDIA A800 80GB PCIe, 99 %, 25 %, 19239 MiB, 81920 MiB, 293.99 W
2026/08/24 20:04:06.755, NVIDIA A800 80GB PCIe, 99 %, 19 %, 19239 MiB, 81920 MiB, 288.99 W
2026/08/24 20:04:07.756, NVIDIA A800 80GB PCIe, 98 %, 24 %, 19239 MiB, 81920 MiB, 294.75 W
2026/08/24 20:04:08.756, NVIDIA A800 80GB PCIe, 99 %, 20 %, 19239 MiB, 81920 MiB, 298.75 W
2026/08/24 20:04:09.756, NVIDIA A800 80GB PCIe, 98 %, 24 %, 19239 MiB, 81920 MiB, 309.11 W
2026/08/24 20:04:10.756, NVIDIA A800 80GB PCIe, 99 %, 20 %, 19239 MiB, 81920 MiB, 297.88 W
2026/08/24 20:04:11.756, NVIDIA A800 80GB PCIe, 97 %, 25 %, 19239 MiB, 81920 MiB, 301.57 W
2026/08/24 20:04:12.756, NVIDIA A800 80GB PCIe, 99 %, 20 %, 19239 MiB, 81920 MiB, 298.41 W
2026/08/24 20:04:13.756, NVIDIA A800 80GB PCIe, 97 %, 23 %, 19239 MiB, 81920 MiB, 265.30 W
2026/08/24 20:04:14.757, NVIDIA A800 80GB PCIe, 99 %, 20 %, 19239 MiB, 81920 MiB, 289.27 W
2026/08/24 20:04:15.757, NVIDIA A800 80GB PCIe, 98 %, 21 %, 19239 MiB, 81920 MiB, 296.81 W
2026/08/24 20:04:16.757, NVIDIA A800 80GB PCIe, 99 %, 21 %, 19239 MiB, 81920 MiB, 227.53 W
2026/08/24 20:04:17.757, NVIDIA A800 80GB PCIe, 98 %, 21 %, 19239 MiB, 81920 MiB, 303.50 W
2026/08/24 20:04:18.757, NVIDIA A800 80GB PCIe, 99 %, 23 %, 19239 MiB, 81920 MiB, 303.64 W
2026/08/24 20:04:19.757, NVIDIA A800 80GB PCIe, 98 %, 20 %, 19239 MiB, 81920 MiB, 301.62 W
2026/08/24 20:04:20.757, NVIDIA A800 80GB PCIe, 100 %, 23 %, 19239 MiB, 81920 MiB, 331.82 W
2026/08/24 20:04:21.758, NVIDIA A800 80GB PCIe, 98 %, 24 %, 19239 MiB, 81920 MiB, 300.76 W
2026/08/24 20:04:22.758, NVIDIA A800 80GB PCIe, 100 %, 38 %, 19239 MiB, 81920 MiB, 80.32 W
2026/08/24 20:04:23.758, NVIDIA A800 80GB PCIe, 0 %, 0 %, 19239 MiB, 81920 MiB, 79.29 W
2026/08/24 20:04:24.758, NVIDIA A800 80GB PCIe, 0 %, 0 %, 19239 MiB, 81920 MiB, 78.89 W
2026/08/24 20:04:25.758, NVIDIA A800 80GB PCIe, 99 %, 20 %, 19239 MiB, 81920 MiB, 293.49 W
2026/08/24 20:04:26.758, NVIDIA A800 80GB PCIe, 99 %, 25 %, 19239 MiB, 81920 MiB, 308.23 W
2026/08/24 20:04:27.758, NVIDIA A800 80GB PCIe, 97 %, 19 %, 19239 MiB, 81920 MiB, 299.35 W
2026/08/24 20:04:28.759, NVIDIA A800 80GB PCIe, 98 %, 26 %, 19239 MiB, 81920 MiB, 283.33 W
